9,1748
4,710
4,719
1,231
1,260
4,669
10,1885
10,1927
8,1858
8,1782
1,259
9,1957
8,1755
7,1388
10,1905
5,955
1,216
3,502
8,1812
8,1955
5,1013
10,1898
8,1983
7,1604
9,1760
4,773
3,564
7,1517
10,1969
7,1522
9,1830
5,1038
5,926
7,1530
1,237
5,948
4,706
9,1957
4,764
4,705
2,415
1,227
7,1604
4,728
1,224
8,1659
5,1113
1,258
7,1465
9,1923
8,1843
1,242
7,1633
7,1570
1,236
5,1081
9,1767
4,747
1,214
10,1869
3,488
4,646
10,1864
4,737
7,1498
1,235
4,703
9,1885
6,1299
1,224
7,1537
9,1975
10,1849
10,1855
5,1082
8,1692
4,701
9,1812
8,1864
10,1812
5,941
4,741
7,1533
2,395
6,1356
4,719
1,243
3,580
4,638
9,1834
5,1138
9,1742
6,1220
7,1474
9,1813
2,449
5,1088
2,441
5,1021
8,1844
