9,14901
4,6602
4,6571
1,4788
1,4791
4,6545
10,17435
10,17356
8,12466
8,12401
1,4774
9,14944
8,12421
7,10485
10,17488
5,6437
1,4622
3,5027
8,10337
8,10295
5,6398
10,14630
8,10296
7,8694
9,12311
4,5619
3,5004
7,8749
10,14747
7,8679
9,12126
5,6414
5,6439
7,8712
1,4621
5,6491
4,5598
9,12317
4,5577
4,5557
2,4774
1,4636
7,8705
4,5522
1,4621
8,10275
5,6455
1,4613
7,8802
9,12332
8,10266
1,4595
7,8785
7,8679
1,4646
5,6473
9,12239
4,5521
1,4598
10,14632
3,5013
4,5568
10,14696
4,5622
7,8765
1,4636
4,5609
9,12305
6,7473
1,4611
7,8738
9,12293
10,14568
10,14589
5,6380
8,10371
4,5616
9,12275
8,10268
10,14582
5,6399
4,5614
7,8779
2,4782
6,7519
4,5542
1,4648
3,5044
4,5609
9,12336
5,6453
9,12428
6,7555
7,8792
9,12394
2,4769
5,6428
2,4786
5,6422
8,10407
