9,8901
4,3789
4,3803
1,2781
1,2803
4,3783
10,10424
10,10580
8,7444
8,7459
1,2771
9,8998
8,7483
7,6149
10,10528
5,4323
1,2784
3,3311
8,7479
8,6134
5,3701
10,8825
8,6088
7,5133
9,7251
4,3217
3,2909
7,5143
10,8793
7,5099
9,7339
5,3637
5,3687
7,5116
1,2668
5,3700
4,3238
9,7290
4,3218
4,3232
2,2747
1,2651
7,5082
4,3244
1,2648
8,6075
5,3712
1,2646
7,5067
9,7329
8,6128
1,2662
7,5123
7,5153
1,2639
5,3667
9,7259
4,3225
1,2655
10,8781
3,2956
4,3281
10,8821
4,3227
7,5099
1,2628
4,3242
9,7282
6,4261
1,2645
7,5131
9,7299
10,8836
10,8860
5,3717
8,6159
4,3217
9,7326
8,6069
10,8783
5,3708
4,3239
7,5050
2,2763
6,4271
4,3229
1,2637
3,2910
4,3254
9,7317
5,3680
9,7385
6,4311
7,5126
9,7279
2,2741
5,3717
2,2777
5,3732
8,6213
