1,844
2,909
3,1010
4,1162
5,1332
6,1653
7,1983
8,2301
9,2719
10,3139
1,857
2,901
3,993
4,1159
5,1362
6,1299
7,1647
8,1896
9,2252
10,2618
1,816
2,850
3,890
4,969
5,1180
6,1321
7,1616
8,1844
9,2281
10,2622
1,833
2,834
3,890
4,997
5,1136
6,1349
7,1610
8,1900
9,2247
10,2611
1,818
2,816
3,900
4,972
5,1132
6,1355
7,1599
8,1919
9,2293
10,2628
1,823
2,854
3,880
4,973
5,1120
6,1271
7,1594
8,1837
9,2277
10,2564
1,827
2,840
3,901
4,1008
5,1127
6,1336
7,1566
8,1896
9,2291
10,2650
1,815
2,859
3,898
4,975
5,1125
6,1361
7,1626
8,1897
9,2276
10,2662
1,816
2,856
3,906
4,955
5,1107
6,1322
7,1585
8,1941
9,2239
10,2627
1,815
2,839
3,905
4,988
5,1153
6,1312
7,1673
8,1861
9,2325
10,2606
